"country","continent","lifeExp","pop","gdpPercap"
"BTC","B",10,11326029729284,865
"ETH","B",10,1976098780497,928
"XRP","B",10,1439588239561,773
"BCH","C",7,577238134405,853
"LTC","C",9,542206964912,754
"EOS","B",11,534052991084,911
"BNB","B",10,373345146686,774
"USDT","X",0,309531473120,540
"XLM","C",9,217835227655,796
"ADA","C",9,200991417768,877
"TRX","C",9,178060825767,864
"XMR","C",8,126248258667,785
"DASH","C",8,118235594966,827
"XTZ","C",7,95989747849,719
"MIOTA","C",8,91852941420,610
"NEO","C",8,72160942360,795
"ONT","C",7,62814320948,584
"MKR","X",0,60840976784,858
"XEM","C",7,56398439588,632
"BAT","X",0,53144017048,793
"ZEC","C",8,45100704810,789
"VET","C",7,40975168811,739
"BTG","D",6,35980043226,532
"DOGE","C",7,35498569126,707
"DCR","C",8,28302906595,821
"OMG","C",7,26402533366,745
"REP","X",0,25301304975,819
"TUSD","X",0,25045128755,710
"WAVES","C",8,24339338962,737
"LSK","C",7,23554506559,747
"NANO","C",7,22157936588,541
"HOT","C",9,19531398738,782
"LINK","X",0,19852619919,683
"RVN","C",7,19365612082,528
"BCN","D",6,18777284423,172
"ZRX","X",0,18374172487,862
"ICX","C",8,17799099951,597
"BTS","C",8,16431292886,589
"ZIL","D",6,16538058488,754
"IOST","C",7,15870134646,691
"AE","D",6,14088939741,765
"NPXS","X",0,14039600901,436
"DGB","C",7,13882741585,619
"XVG","D",6,13098754071,759
"HT","X",0,13442250850,401
"KMD","C",7,13094939692,565
"SC","D",6,12669868417,478
"ENJ","X",0,12728912182,658
"STEEM","C",8,12499147659,541
"KCS","X",0,11964030377,209
"AOA","E",3,11772964559,277
"BTM","D",6,11769295541,331
"FCT","X",0,9785754082,530
"WTC","C",7,9814845134,339
"DAI","X",0,9060834452,906
"THETA","X",0,9207606140,457
"STRAT","D",5,9283571020,552
"XIN","E",1,8994252362,138
"SNT","X",0,8820146102,765
"QBIT","X",0,8625791148,211
"MCO","X",0,8514187558,330
"CNX","X",0,8367477510,127
"GNT","X",0,8165535646,706
"MONA","X",0,7589569302,323
"ARDR","D",6,7458485410,218
"WAX","D",6,7265935429,284
"AION","D",6,7002004511,730
"DGD","X",0,6755792893,342
"MAID","X",0,6880623417,563
"PAI","X",0,6657461362,529
"ELF","X",0,6456330446,697
"PPT","X",0,6249409512,418
"ZEN","D",6,6099848165,500
"ARK","D",6,6096317490,576
"MANA","X",0,6074591480,800
"HC","D",6,5758340239,523
"TRUE","X",0,5756588987,326
"XZC","D",5,5640039889,554
"ETN","E",2,5579173606,407
"DENT","X",0,5310259379,399
"R","X",0,5581212296,318
"LOOM","X",0,5483045607,759
"LRC","X",0,5498744604,465
"NULS","C",7,5460012073,475
"RDD","D",6,5345999173,256
"NEXO","X",0,5320727673,348
"NET","X",0,5239467810,110
"NAS","D",6,5079339666,197
"POWR","X",0,4997398722,359
"SAN","X",0,4995872042,468
"MOAC","D",6,4810261336,451
"RLC","X",0,4924378049,651
"QASH","X",0,4673830922,200
"ETP","D",5,4550615113,391
"KIN","D",5,4327579315,818
"BNT","X",0,4288848642,641
"WAN","D",6,4313473635,415
"KNC","X",0,4145828973,790
"CLAM","X",0,4076674553,162
"TOMO","X",0,4038340414,502
"FUN","X",0,4005741938,586
"POLY","X",0,3993340760,627
"PIVX","C",7,3957869847,653
"BIX","X",0,3816836192,178
"IOTX","X",0,3879901156,838
"STORJ","X",0,3982359567,704
"EKT","X",0,3716414839,239
"LA","X",0,3727204866,185
"ENG","D",6,3654553101,617
"SYS","D",5,3504053908,435
"BRD","X",0,3441865890,547
"LBA","X",0,3327895795,313
"GBYTE","D",6,3265445458,391
"QKC","D",6,3318092089,707
"PAY","X",0,3152936264,304
"VERI","X",0,3243926237,225
"GRS","D",5,3025509986,466
"PART","X",0,2915872338,540
"CSC","X",0,3227654515,293
"GAS","X",0,2995085696,763
"ABT","X",0,2845113067,599
"CMT","E",1,2756745458,157
"UNO","X",0,2775016141,147
"CND","X",0,2694752218,207
"CVC","X",0,2627450622,715
"DGTX","X",0,2553039073,321
"APL","X",0,2555280399,470
"MITH","X",0,2601670467,331
"TEL","X",0,2561158898,289
"DRGN","X",0,2579324874,326
"MAN","D",6,2426482121,364
"MFT","X",0,2473387665,647
"TCT","X",0,2474125939,225
"C20","X",0,2387345422,260
"UTK","X",0,2469955616,264
"CTXC","X",0,2475910875,386
"NXS","D",5,2296178209,471
"MEDX","X",0,2280703490,232
"MTL","X",0,2251384405,254
"SXDT","X",0,2225011280,257
"ANT","X",0,2209755339,695
"NEBL","D",5,2207548731,316
"VTC","C",7,2132525673,532
"WABI","X",0,2090543806,215
"BFT","X",0,2080951806,187
"OCN","X",0,2043362475,301
"TKN","X",0,2054576321,308
"SLT","X",0,2041800287,156
"GTO","X",0,2029895969,316
"FTM","X",0,2015087541,618
"WGR","X",0,2008654979,313
"MDA","X",0,2025401815,193
"EMC2","D",5,2019236650,181
"EDO","X",0,1904218011,252
"XYO","X",0,1882077954,733
"GNO","X",0,1902381131,664
"SKY","D",5,1858075735,588
"FSN","X",0,1954045293,393
"SMART","D",5,1831392719,458
"RNT","X",0,1803522007,200
"REQ","X",0,1771011131,469
"REN","X",0,1953597202,267
"STORM","X",0,1806083478,341
"CVT","X",0,1669541040,180
"GO","D",6,1737684333,488
"NEC","X",0,1730556502,158
"TTC","X",0,1749669648,227
"EDR","X",0,1713264119,241
"DROP","X",0,1725067839,234
"RCN","X",0,1676005438,546
"RDN","X",0,1660403494,718
"POE","X",0,1689087573,595
"FLO","X",0,1653249355,241
"XAS","D",6,1558869521,404
"SCRL","X",0,1624915242,192
"HPB","D",6,1610738819,332
"GVT","X",0,1616609680,432
"TNB","X",0,1611443996,197
"AUTO","X",0,1588579097,164
"NMC","D",6,1631558330,411
"DCN","X",0,1588634009,182
"VIA","D",5,1511774655,409
"EVX","X",0,1553313823,450
"OST","X",0,1533476374,580
"CRPT","X",0,1523933080,271
"NOAH","X",0,1440492769,252
"NMR","X",0,1561458608,450
"CPT","X",0,1530257080,97
"QRL","X",0,1492924998,442
"BLOCK","D",5,1454501059,487
"QSP","X",0,1478000945,332
"OAX","X",0,1401378435,195
"SRN","X",0,1395712615,328
"DATA","X",0,1391445182,552
"PPC","D",6,1345847623,501
"EDG","X",0,1338163045,280
"PMA","X",0,1404156732,252
"EVN","X",0,1205771696,270
"MDS","X",0,1318382835,362
"ETHOS","X",0,1272802807,276
"LOC","X",0,1277242618,269
"IHT","X",0,1271840623,283
"SUB","X",0,1213534973,425
"NCASH","X",0,1245337931,209
"BURST","D",6,1190139859,209
"BZNT","X",0,1168924862,223
"RUFF","X",0,1226972591,114
"APIS","X",0,1223323682,107
"RHOC","D",6,1197119548,569
"CS","D",5,1216472720,334
"TRAC","X",0,1168429074,578
"VEE","X",0,1185947156,418
"VITE","X",0,1175081220,565
"PRO","X",0,1179574660,225
"ADX","X",0,1143944398,519
"BLZ","X",0,1135501586,468
"VIBE","X",0,1133033980,164
"XDN","D",5,1154553592,446
"XSN","X",0,1146792300,398
"SLS","E",1,1119921380,147
"DMT","X",0,1109550622,205
"TEN","X",0,1104738713,180
"DNT","X",0,1089122265,511
"DTA","X",0,1078778156,287
"INS","X",0,1086013546,553
"MLN","X",0,1089614808,476
"ZCL","X",0,1059092330,420
"LEND","X",0,1027156764,358
"LEO","X",0,1064185252,150
"SNGLS","X",0,1039338463,588
"ITC","X",0,1044032994,179
"SNM","X",0,1025337916,513
"BAY","X",0,992062128,160
"MET","X",0,987970282,610
"SALT","X",0,981158474,567
"LGO","X",0,956067643,187
"SWFTC","X",0,984199663,193
"UBQ","D",4,964403628,336
"LYM","X",0,953109832,216
"KEY","X",0,939027746,236
"NLG","E",3,943465041,328
"BTX","X",0,905310647,340
"QLC","X",0,885620462,171
"SOC","X",0,894244334,138
"1ST","X",0,891204594,180
"JNT","X",0,876121323,416
"ARN","X",0,861553564,192
"RFR","X",0,860594662,399
"VIB","X",0,859541767,288
"GEN","X",0,888867766,279
"MWAT","X",0,849253335,196
"PLR","X",0,851684511,223
"VITAE","X",0,769103988,239
"PPP","X",0,825781257,246
"POA","D",6,822739269,592
"CPT","X",0,809335621,97
"TNT","X",0,807509247,352
"GAME","D",4,790650500,168
"CNN","X",0,786907423,260
"PASC","X",0,793137009,419
"GTC","X",0,766542605,228
"ZIP","X",0,780817678,183
"XPM","X",0,721502103,194
"MGO","X",0,672589753,185
"PRE","X",0,736748527,197
"WPR","X",0,750098317,224
"SWM","X",0,807948982,223
"DLT","X",0,736664686,112
"PRG","X",0,757040719,122
"MTH","X",0,734366881,384
"APPC","X",0,736467292,439
"GRID","X",0,731692889,399
"LINDA","X",0,734453498,362
"DBET","X",0,723354958,270
"HYDRO","X",0,709268149,288
"CHSB","X",0,717744820,194
"SNC","X",0,715121531,118
"CBT","X",0,688299017,161
"INT","X",0,677261641,228
"XCP","D",5,679175330,317
"CDT","X",0,675019752,206
"AEON","D",5,671023411,402
"AURA","X",0,668888175,346
"COSS","X",0,644273734,218
"LBC","X",0,657290121,602
