"country","continent","lifeExp","pop","gdpPercap"
"BTC","B",10,10499045799444,872
"ETH","B",10,2068841133768,921
"XRP","B",11,1586567027426,769
"BCH","C",7,612232470096,819
"LTC","B",10,569898391926,760
"EOS","B",11,559296562498,914
"BNB","B",11,345782575830,528
"USDT","X",0,286783298724,526
"XLM","C",9,253972779798,778
"ADA","B",10,238934550895,859
"XMR","C",9,132129752619,791
"DASH","C",8,122351323281,832
"XTZ","C",7,100188713400,725
"MIOTA","C",7,96747579901,615
"NEO","C",9,82463847791,811
"ETC","C",8,78139885998,710
"MKR","X",0,71956266922,811
"ONT","C",7,74779230368,587
"XEM","C",7,65619202674,623
"BAT","X",0,50103504277,786
"ZEC","C",8,50221933143,800
"VET","C",7,45802727124,763
"DOGE","C",7,39227293473,684
"BTG","D",6,34271685430,529
"OMG","C",8,31089407149,746
"WAVES","C",8,30592097308,740
"QTUM","C",7,29623460011,534
"DCR","C",8,27230021916,803
"LSK","C",7,26652842373,753
"REP","X",0,26421197859,822
"NANO","C",7,24705019218,422
"TUSD","X",0,22387636234,714
"ZRX","X",0,21930363746,878
"ZIL","D",6,21849041589,780
"RVN","C",7,21556347132,559
"HOT","C",9,21088684766,792
"LINK","X",0,20440975580,699
"ICX","C",8,19963624577,608
"BTS","C",9,19337146219,590
"BCN","D",6,19081743290,175
"DGB","C",7,17947253287,641
"IOST","C",7,17494961252,732
"AE","C",7,16274209478,756
"NPXS","X",0,15471990212,445
"ENJ","X",0,15456808974,696
"XVG","C",7,15374407561,755
"STEEM","C",9,14989059509,540
"KMD","C",8,14140674972,566
"SC","C",7,14004168878,287
"BTM","C",7,13527295308,486
"HT","X",0,13485837954,422
"KCS","X",0,12873316786,198
"AOA","E",3,12623283036,211
"THETA","X",0,12433775625,474
"WTC","C",7,10792181884,317
"SNT","X",0,10567741014,784
"DGTX","X",0,10121234180,260
"XIN","E",1,10111788865,147
"DAI","X",0,9989132189,853
"FCT","X",0,9779464741,421
"GNT","X",0,9753580044,710
"WAX","D",6,9561820420,275
"ARDR","C",7,8985021935,217
"CNX","X",0,9002177510,117
"PAI","X",0,8920372020,567
"PPT","X",0,8569779732,397
"QBIT","X",0,8483027218,217
"MCO","X",0,8146321645,325
"ARK","D",6,7906063428,587
"MAID","X",0,7235142823,553
"HC","D",6,7029385540,513
"LRC","X",0,6947988698,430
"NULS","C",7,6809195912,476
"XZC","D",6,6823146133,565
"R","X",0,6761766596,329
"ELF","X",0,6769743728,694
"NAS","D",6,6717079303,212
"MANA","X",0,6581185839,784
"AION","D",6,6622492477,616
"LOOM","X",0,6261428590,721
"TRUE","X",0,6163696348,376
"PIVX","C",7,6173646179,671
"BIX","X",0,6154714152,203
"RDD","D",6,5808034522,264
"POWR","X",0,5577593960,385
"DGD","X",0,5611453175,264
"QKC","D",6,5542430724,702
"QASH","X",0,5377339707,199
"ETN","E",2,5342021450,333
"DENT","X",0,5005988611,374
"WAN","D",6,5237309395,354
"POLY","X",0,5175881743,598
"BNT","X",0,5076520665,682
"NEXO","X",0,5072259821,360
"ZEN","C",7,5044229369,410
"KNC","X",0,5049373666,800
"MOAC","D",6,5077702321,459
"ETP","D",5,4957791168,427
"SAN","X",0,4717816792,451
"MONA","X",0,4724012926,317
"RLC","X",0,4685947122,637
"LA","X",0,4529809919,162
"STORJ","X",0,4404647395,640
"IOTX","X",0,4321144124,814
"ENG","C",7,4136297310,629
"KIN","D",5,4229928041,805
"FUN","X",0,4030801873,299
"MITH","X",0,3848979674,280
"TOMO","X",0,3937972740,485
"VERI","X",0,3869831839,223
"PAY","X",0,3835370733,337
"GBYTE","D",6,3810567404,334
"SYS","D",5,3761337886,390
"GRS","D",6,3696617814,296
"GAS","X",0,3685191823,782
"CMT","E",1,3562302940,163
"CND","X",0,3509452560,274
"APL","X",0,3303471227,471
"LBA","X",0,3298204928,339
"DRGN","X",0,3226489680,312
"CLAM","X",0,3169747411,168
"BRD","X",0,3112504899,541
"CVC","X",0,3107925919,757
"CTXC","X",0,3067094700,319
"MFT","X",0,3014926368,514
"ABT","X",0,3025224383,555
"OCN","X",0,2943047789,327
"VTC","C",8,2871281284,568
"TCT","X",0,2725454390,256
"NEBL","D",6,2702442390,307
"AGI","X",0,2715304603,643
"MEDX","X",0,2726883588,259
"MTL","X",0,2663990568,286
"NEC","X",0,2646915958,146
"MAN","D",6,2575909108,427
"NXS","D",5,2583196968,478
"C20","X",0,2548169531,262
"MDA","X",0,2544615044,213
"SXDT","X",0,2512286067,237
"PART","X",0,2586819595,537
"BFT","X",0,2374775652,190
"TTC","X",0,2407295386,350
"HPB","D",6,2307305547,257
"TEL","X",0,2352029142,300
"REQ","X",0,2399345670,454
"SKY","D",5,2314476163,589
"UTT","X",0,2294533678,139
"WABI","X",0,2262242521,263
"EDR","X",0,2244363508,268
"GNO","X",0,2273490001,681
"ANT","X",0,2251297987,698
"FSN","X",0,2264103228,402
"SMART","D",5,2241317884,472
"STORM","X",0,2204203142,364
"EMC2","D",5,2151219163,167
"TKN","X",0,2193531867,312
"GTO","X",0,2204901097,327
"POE","X",0,2198768700,597
"EDO","X",0,2158054201,262
"WGR","X",0,2121743739,317
"AUTO","X",0,2067566965,173
"CVT","X",0,1705250336,181
"REN","X",0,2038498301,305
"QSP","X",0,1990804315,356
"EVX","X",0,2016298578,472
"GVT","X",0,1982476657,409
"XAS","D",6,1766248209,390
"DATA","X",0,1937175294,536
"RDN","X",0,1875331536,737
"OST","X",0,1877080446,593
"SRN","X",0,1899090188,317
"UTK","X",0,1857241823,243
"RNT","X",0,1817394028,219
"RCN","X",0,1788854968,600
"ETHOS","X",0,1787119743,306
"TNB","X",0,1722910116,255
"NMC","D",6,1712481068,433
"PPC","D",6,1675753297,506
"TRAC","X",0,1675695937,637
"BLOCK","D",5,1669097984,498
"EKT","X",0,1646717778,226
