"country","continent","lifeExp","pop","gdpPercap"
stratis,STRAT,545-3,D,10237090832
kucoin-shares,KCS,205-4,0,10304784149
theta,THETA,46320,0,10263380218
waltonchain,WTC,34462,D+,10203667565
status,SNT,78015,0,9949103404
cryptonex,CNX,13316,0,9649112431
dent,DENT,39751,0,9250613877
golem-network-tokens,GNT,70413,0,9425667899
crypto-com,MCO,33931,0,9142962623
aelf,ELF,75046,0,9098560880
ardor,ARDR,2216,C-,8998941484
dai,DAI,911-2,0,8945605407
factom,FCT,527-7,0,8859977147
mixin,XIN,134-5,E-,8587786464
zencash,ZEN,552-4,C-,8349790885
truechain,TRUE,44312,0,8190078507
santiment,SAN,49713,0,8318222030
project-pai,PAI,524-11,0,7933611700
ark,ARK,572-3,D+,7624836815
monacoin,MONA,3339,0,7436277259
digixdao,DGD,3335,0,7424277135
wax,WAX,29916,D+,7382835591
clams,CLAM,18719,0,6978143922
aion,AION,723-2,D+,6969114455
decentraland,MANA,8031,0,6851180339
loopring,LRC,47612,0,6858731311
loom-network,LOOM,74913,0,6333846120
populous,PPT,41454,0,6182326367
next,NET,112,0,6086837537
zcoin,XZC,543-5,D+,5984656477
nuls,NULS,47810,C-,5936852691
metaverse,ETP,3573,D,5837256347
hypercash,HC,521-2,D+,5854081593
latoken,LA,19012,0,5769496122
arcblock,ABT,692-36,0,5540718023
revain,R,2894,0,5481233877
reddcoin,RDD,27531,D+,5673019422
power-ledger,POWR,38618,0,5410823275
moac,MOAC,450-13,D+,5397775126
wanchain,WAN,4523,D+,5251163653
kyber-network,KNC,7909,0,5241948512
qash,QASH,23212,0,4797099273
bancor,BNT,642,0,4696789420
funfair,FUN,6464,0,4672971946
veritaseum,VERI,25733,0,4645933948
electroneum,ETN,405,E,4640827488
rlc,RLC,70525,0,4666524812
syscoin,SYS,4314,D,4572444221
bread,BRD,56632,0,4605037256
polymath-network,POLY,72735,0,4546626975
iotex,IOTX,8387,0,4424146407
nebulas-token,NAS,21522,D+,4348632423
storj,STORJ,666-48,0,4302819004
nexo,NEXO,37930,0,4247770753
tomochain,TOMO,484-15,0,4188374098
pivx,PIVX,631-2,D+,4162271778
enigma,ENG,63121,D+,4149564407
bibox-token,BIX,22424,0,4064223497
particl,PART,523-9,0,4025924797
stasis-eurs,EURS,392116,0,3934850802
casinocoin,CSC,26223,0,3658958858
quarkchain,QKC,67039,D+,3522579670
kin,KIN,816-3,D+,3548921027
educare,EKT,2653,0,3464811926
utrust,UTK,290-1,0,3473959839
cybermiles,CMT,1471,E-,3427568558
fantom,FTM,6557,0,3526429587
groestlcoin,GRS,446-11,D,3418955317
spectre-dividend,SXDT,26411,0,3374528643
unobtanium,UNO,17326,0,3283315205
gas,GAS,7535,0,3235865063
cindicator,CND,23975,0,3156386143
c20,C20,30921,0,3134691495
tenx,PAY,32710,0,3110314948
singularitynet,AGI,64545,0,3073315975
mainframe,MFT,63713,0,3020640766
mithril,MITH,32417,0,3028338464
gnosis-gno,GNO,69614,0,3002372191
ren,REN,31241,0,2804864741
cortex,CTXC,3741,0,2761086266
fusion,FSN,425-20,0,2741388299
nexus,NXS,433-12,D,2652924486
apollo-currency,APL,460,0,2598270284
robotina,ROX,31313,0,2589525481
einsteinium,EMC2,1793,D+,2558217410
bnktothefuture,BFT,183-15,0,2566343851
medx,MEDX,24710,0,2595063455
skycoin,SKY,5887,D,2526444268
noah-coin,NOAH,30849,0,2541915602
digitex-futures,DGTX,2515,0,2472533043
vertcoin,VTC,4613,C-,2431752174
telcoin,TEL,3064,0,2407522721
aragon,ANT,697-8,0,2389130570
quantum-resistant-ledger,QRL,453-25,0,2361309177
eidoo,EDO,311-23,0,2394999518
metal,MTL,27128,0,2312693717
egretia,EGT,305-32,0,2248535287
gochain,GO,53732,D,2151857924
cosmo-coin,COSM,154-29,0,2188033087
libra-credit,LBA,327-15,0,2165942489
moeda-loyalty-points,MDA,18817,0,2139152409
storm,STORM,33327,0,2126897876
gifto,GTO,34043,0,2116145672
neblio,NEBL,34313,D,2112838708
tael,WABI,24040,0,2102843842
dragonchain,DRGN,36131,0,2099388712
poet,POE,62954,0,2021195307
request,REQ,55925,0,2037936190
odyssey,OCN,319-12,0,1968715201
scroll,SCRL,17517,0,1967859956
blocknet,BLOCK,459-8,D,1896170069
everex,EVX,45637,0,1930578629
dropil,DROP,259-7,0,1887797507
tierion,TNT,38138,0,1812476826
streamr-datacoin,DATA,5529,0,1821155660
quantstamp,QSP,538146,0,1831695423
oax,OAX,31032,0,1809811940
raiden-network-token,RDN,75012,0,1794944485
ost,OST,5791,0,1783686074
genesis-vision,GVT,47374,0,1802152643
vite,VITE,5748,0,1786928273
ripio-credit-network,RCN,511-18,0,1723900744
high-performance-blockchain,HPB,36618,D+,1669728887
dentacoin,DCN,19531,0,1719149350
matrix-ai-network,MAN,288-33,D+,1592237852
tokenclub,TCT,234-7,0,1660454086
smartlands,SLT,155,0,1674750344
flo,FLO,23910,0,1747600840
contents-protocol,CPT,17056,0,1647318310
viacoin,VIA,406-7,D+,1630765101
salus,SLS,15410,E-,1603917736
wagerr,WGR,356-5,0,1583429662
iht-real-estate-protocol,IHT,30710,0,1563688474
evencoin,EVN,303-15,0,1570453383
endor-protocol,EDR,23810,0,1537974295
bluzelle,BLZ,47436,0,1550751814
nectar,NEC,150-1,0,1706438372
vibe,VIBE,18524,0,1513288068
bitcore,BTX,3426,0,1528212709
time-new-bank,TNB,21510,0,1536249760
ethos,ETHOS,28863,0,1526023244
ttc-protocol,TTC,2023,0,1513001590
crypterium,CRPT,29616,0,1504933009
xyo,XYO,721-14,0,1496976665
ruff,RUFF,14314,0,1471646177
vitae,VITAE,1897,0,1377878167
tokencard,TKN,32816,0,1445655328
sirin-labs-token,SRN,36912,0,1424635745
oneroot-network,RNT,193-36,0,1424499840
pumapay,PMA,257-6,0,1449653034
nucleus-vision,NCASH,25238,0,1362256215
ubiq,UBQ,357-3,D,1350584786
data,DTA,26019,0,1332587441
district0x,DNT,56848,0,1325160030
smartcash,SMART,426-17,D,1318639636
cube,AUTO,177-1,0,1309905114
medishares,MDS,31222,0,1306348909
zclassic,ZCL,410,0,1278508011
adx-net,ADX,51911,0,1260571675
metronome,MET,611-1,0,1279731812
agrello-delta,DLT,15851,0,1271241709
numeraire,NMR,51712,0,1294812129
singulardtv,SNGLS,58420,0,1237522260
propy,PRO,22614,0,1221381827
insolar,INS,57638,0,1229043365
blockv,VEE,40815,0,1225006324
airswap,AST,38290,0,1195496959
qlink,QLC,17917,0,1224138908
ethlend,LEND,472136,0,1226877359
asch,XAS,394-2,D+,1239570843
rchain,RHOC,5781,D+,1205269435
salt,SALT,58142,0,1141928155
dmarket,DMT,15444,0,1201585376
swftcoin,SWFTC,2343,0,1157063329
iot-chain,ITC,1895,0,1164688887
selfkey,KEY,24231,0,1167842741
peercoin,PPC,478-15,D+,1126643739
digitalnote,XDN,422-14,D,1115188429
linda,LINDA,374-3,0,1113263762
stakenet,XSN,373-2,0,1081933870
sonm,SNM,51912,0,1103041334
cybervein,CVT,158-26,0,1095347013
edgeless,EDG,26222,0,1077376840
monetha,MTH,39638,0,1112131076
box-token,BOX,182-47,0,1033757381
credits,CS,38223,D,1048639725
tokenomy,TEN,1784,0,1039440401
taas,TAAS,352-23,0,1028016971
appcoins,APPC,43347,0,1203702059
gulden,NLG,3133,D-,1019595048
zip,ZIP,20519,0,1014020210
bezant,BZNT,23015,0,1057938595
pillar,PLR,27118,0,994314870
origintrail,TRAC,542-16,0,994062935
melon,MLN,485-7,0,971635778
aeron,ARN,19138,0,972337084
viberate,VIB,28832,0,973141978
lympo,LYM,2415,0,954367410
etherparty,FUEL,35092,0,960587316
substratum,SUB,43633,0,944336777
legolas-exchange,LGO,22327,0,741039750
game,GTC,228-8,0,927727833
all-sports,SOC,174-33,0,917248810
poa-network,POA,588-4,D,902299755
dock,DOCK,26238,0,903324041
apis,APIS,16710,0,892209090
refereum,RFR,3894,0,891158267
lockchain,LOC,30934,0,887886080
wepower,WPR,24971,0,874176526
amber,AMB,54836,0,864013098
yoyow,YOYOW,1592,0,874072511
daostack,GEN,2835,0,849303819
aeon,AEON,371-16,D+,838453509
blox,CDT,22124,0,823122430
library-credit,LBC,596-8,0,817239215
pascal-coin,PASC,407-2,0,783156075
content-neutrality-network,CNN,248-10,0,770214152
paypie,PPP,25714,0,772914587
lunyr,LUN,20136,0,776303604
swarm-fund,SWM,27722,0,770662362
grid,GRID,4301,0,763434249
hydrogen,HYDRO,31919,0,736792619
jibrel-network,JNT,42423,0,725005893
blockmason,BCPT,22129,0,728785740
leocoin,LEO,15418,0,716482302
internet-node-token,INT,212-1,0,728489737
namecoin,NMC,43918,D,705802473
restart-energy-mwat,MWAT,218-3,0,704420622
cpchain,CPC,209-60,0,706357457
presearch,PRE,22217,0,674689749
doc-com-token,MTC,232-5,0,673758148
burst,BURST,2359,D,664180997
maecenas,ART,18712,0,671298108
mobius,MOBI,436-17,0,663510644
commerceblock,CBT,1843,0,666839867
cashaa,CAS,22820,0,651005077
suncontract,SNC,13825,0,680194719
qunqun,QUN,245-1,0,643247578
genaro-network,GNX,25912,0,655599500
zeepin,ZPT,363-5,0,641116850
blackcoin,BLK,160-20,D+,625259433
gamecredits,GAME,17112,D-,616589427
cryptaur,CPT,17056,0,626291508
universa,UTNP,26628,0,627219265
mobilego,MGO,185-8,0,617833374
neumark,NEU,1587,0,595143549
blackmoon,BMC,2517,0,609773836
primecoin,XPM,20211,0,594436230
decent-bet,DBET,34244,0,604206547
ink,INK,244-2,0,613349539
zebi,ZCO,2457,0,596684748
deeponion,ONION,37736,0,592235282
primas,PST,28122,0,591261353
decent,DCT,532-9,0,581040029
seele,SEELE,155-10,0,584334340
amo-coin,AMO,1313,0,578593626
coss,COSS,20710,0,559187111
adtoken,ADT,2139,0,560551634
fortuna,FOTA,2002,0,564329374
covesting,COV,196,0,537918947
feathercoin,FTC,225-52,D+,548763066
measurable-data-token,MDT,2402,0,552434009
firstblood,1ST,16715,0,636473986
bottos,BTO,3862,0,543883222
phore,PHR,46017,0,521118023
atn,ATN,1233,0,506145342
peerplays-ppy,PPY,406-2,0,507630336
mark-space,MRK,184-19,0,497965241
chatcoin,CHAT,17011,0,498543032
global-social-chain,GSC,141-23,0,498590197
olympus-labs,MOT,10819,0,490610899
callisto-network,CLO,427-1,0,487996669
sentinel-protocol,UPP,184-19,0,489388898
paragon,PRG,103-22,0,482715628
lamden,TAU,46715,0,480923304
swissborg,CHSB,1745,0,477734426
etheroll,DICE,417-8,0,496056661
dadi,DADI,530-14,0,470711150
mvl,MVL,190-15,0,474307976
wings,WINGS,380-26,0,459803342
0chain,ZCN,225-5,0,460933536
kickico,KICK,32329,0,437603433
delphy,DPY,140-6,0,439776689
linkeye,LET,162-24,0,437874600
gridcoin,GRC,463-29,0,429677758
zper,ZPR,23239,0,423072551
hempcoin,THC,17711,D-,423513918
ormeus-coin,ORME,233-8,0,418866267
u-network,UUU,23116,0,411939512
spacechain,SPC,1595,0,425439943
ice-rock-mining,ROCK2,221-9,0,409581019
potcoin,POT,158-1,E+,398646596
babb,BAX,3355,0,403098454
brickblock,BBK,245-12,0,403773581
xmax,XMX,1761,0,394766821
iocoin,IOC,300-4,D+,396855430
spankchain,SPANK,356-4,0,394098807
unikoin-gold,UKG,159,0,389121485
spindle,SPD,20621,0,385504640
naga,NGC,22922,0,381768340
remme,REM,591-8,0,382530476
bloomtoken,BLT,489-16,0,378654388
carvertical,CV,14116,0,374318521
vericoin,VRC,17613,0,371575439
yee,YEE,2047,0,366452021
polyswarm,NCT,184,0,376159045
coinpoker,CHP,301-3,0,351207066
crown,CRW,3505,0,340409698
cashbery-coin,CBC,160-10,0,333174470
hiveterminal-token,HVN,164-2,0,333745571
omnitude,ECOM,209-1,0,325500413
te-food,TFD,26125,0,324146347
sentinel,SENT,1759,0,304992376
unibright,UBT,254-2,0,302868369
peculium,PCL,1734,0,329977129
silent-notary,SNTR,2416,0,295134922
zap,ZAP,20733,0,277165692
xaurum,XAUR,140-2,0,287392098
daex,DAX,193-7,0,289315471
chronobank,TIME,1464,0,267834043
solarcoin,SLR,2047,0,267836875
neurotoken,NTK,201-1,0,265917905
phantasma,SOUL,216-37,0,264155537
medical-chain,MTN,12211,0,262416425
oxycoin,OXY,146-3,0,258502621
xinfin-network,XDCE,324-3,0,263837322
experience-points,XP,1561,0,254694009
uptoken,UP,3145,0,254358171
monetaryunit,MUE,2947,0,253922861
ion,ION,185-17,0,245821155
zeusshield,ZSC,31110,0,242862918
decision-token,HST,184-18,0,239903269
stk,STK,171-9,0,238553558
aidoc,AIDOC,173-20,0,237822303
datum,DAT,256-3,0,230706421
revolutionvr,RVR,22616,0,226652919
datawallet,DXT,16913,0,232158560
life,LIFE,23718,0,227998696
flash,FLASH,326-8,0,226046305
nolimitcoin,NLC2,21516,0,224265624
fuzex,FXT,18938,0,217342489
cappasity,CAPP,3755,0,213506708
constellation,DAG,337-6,0,213958530
ebcoin,EBC,168-15,0,213039403
luxcoin,LUX,22023,0,215455137
expanse,EXP,338-23,E-,203103037
bankex,BKX,199-9,0,199925316
trust,TRST,542-1,0,198096667
humaniq,HMQ,14512,0,199166773
trinity-network-credit,TNC,3162,0,193003242
merculet,MVP,20843,0,201752147
guppy,GUP,14112,E-,183784344
shipchain,SHIP,1908,0,180437118
rise,RISE,370-8,E+,184998262
echolink,EKO,19634,0,177746723
qbao,QBT,24742,0,165879042
insureum,ISR,79,0,172165828
bitcoin-interest,BCI,198,0,165292376
storiqa,STQ,28854,0,168160002
electrifyasia,ELEC,2345,0,162436727
indahash,IDH,1635,0,161573512
dnotes,NOTE,13217,0,155039419
bitcoin-private,BTCP,4472,D-,160265637
stox,STX,145-14,0,146574153
counterparty,XCP,237-66,D,145771143
ucash,UCASH,142-3,0,145721488
gems-protocol,GEM,179-3,0,143676530
sharder,SS,230-10,0,140783403
hacken,HKN,163-7,0,136798514
matryx,MTX,157-6,0,135137158
prochain,PRA,3281,0,128066066
banca,BANCA,17116,0,126352430
swarm-city,SWT,1501,0,124673977
coinfi,COFI,2744,0,123299398
sakura-bloom,SKB,20014,0,119556130
uquid-coin,UQC,16911,0,110326890
datx,DATX,1382,0,112266544
bezop,BEZ,119-6,0,102496781
cobinhood,COB,22323,0,99668836
sentinel-chain,SENC,132-2,0,101561980
oneledger,OLT,187-18,0,98974309
crowd-machine,CMCT,220-7,0,93646065
vulcano,VULC,27511,0,97120543
minexcoin,MNX,21616,0,94929884
b2bcoin,BBC,17214,0,91414588
0xcert,ZXC,454-6,0,89038334
lala-world,LALA,21210,0,86760319
gonetwork,GOT,2085,0,84221523
deviantcoin,DEV,160-2,0,84607910
dav-coin,DAV,17338,0,78703946
aichain,AIT,1096,0,77705243
local-coin-swap,LCS,12917,0,77201712
pareto-rewards,PARETO,2104,0,69412923
experty,EXY,18429,0,71880023
blocktix,TIX,97,0,70358532
proxeus,XES,18122,0,68945132
arbitrage,ARB,145-7,0,68147826
toacoin,TOA,1399,0,60879875
ixledger,IXT,218-6,0,57220329
optitoken,OPTI,1321,0,17088142
iconomi,ICN,18425,0,2576455378
uttoken,UTT,1261,0,1181705181
colossusxt,COLX,24212,0,583695017
mysterium,MYST,5266,0,227200371
soarcoin,SOAR,113,0,187129338
bitdegree,BDG,16740,0,120778662
