"country","continent","lifeExp","pop","gdpPercap"
"GAS","X",0,2920762822,783
"BRD","X",0,2708100869,557
"PART","X",0,2645935763,554
"CVC","X",0,2642497727,762
"DRGN","X",0,2499529491,314
"VTC","C",8,2359108979,577
"MAN","D",6,2462108389,444
"UNO","X",0,2400370560,115
"ABT","X",0,2326994851,635
"TEL","X",0,2318092824,308
"TKN","X",0,2284264347,330
"APL","X",0,2265028596,487
"MEDX","X",0,2285838893,261
"CTXC","X",0,2229089328,374
"MFT","X",0,2184192521,559
"NXS","D",5,2175306276,485
"NEBL","D",6,2138866784,323
"SXDT","X",0,2035516478,245
"SLT","X",0,2069310764,157
"NEC","X",0,2065155201,148
"GTO","X",0,2061674142,348
"SMART","D",5,2051770233,474
"EDR","X",0,1998013357,278
"FSN","X",0,1937203729,417
"GNO","X",0,1889365428,698
"RNT","X",0,1829818404,225
"REQ","X",0,1776878324,470
"POE","X",0,1723170867,618
"GVT","X",0,1767280464,417
"BFT","X",0,1698193865,191
"GO","D",6,1719736827,481
"FTM","X",0,1702910318,662
"HPB","D",6,1606894560,266
"XAS","D",6,1599969576,401
"QSP","X",0,1451984649,359
"QRL","X",0,1287228454,447
"NMR","X",0,1249321046,483
"VEE","X",0,1186159192,391
"PRO","X",0,1169201172,246
"BZNT","X",0,1125321358,235
"VITE","X",0,1090968300,613
"VIBE","X",0,1129905595,107
"CS","D",5,1109114187,339
"XDN","D",5,1118460495,422
"ZCL","X",0,1103813927,430
"TEN","X",0,1111808582,221
"XYO","X",0,1072346183,743
"BURST","D",6,1035393397,175
"EVN","X",0,1050195226,287
"SNGLS","X",0,1033317231,580
"INS","X",0,1020599669,596
"SALT","X",0,1019319811,591
"MET","X",0,999512438,655
"MLN","X",0,982464301,506
"SNM","X",0,940968687,550
"ITC","X",0,930069664,190
"PLR","X",0,920525659,301
"ZIP","X",0,873958445,212
"BTX","X",0,883032115,317
"POA","D",6,857581042,602
"DBET","X",0,855785126,276
"GEN","X",0,842352231,301
"SAFEX","X",0,818786867,399
"DLT","X",0,801270428,100
"GRID","X",0,804151885,400
"LBC","X",0,784040656,586
"SWFTC","X",0,785619476,222
"QUN","X",0,746905196,245
"HYDRO","X",0,764732590,309
"VIB","X",0,742524349,311
"MTH","X",0,740376945,409
"SNC","X",0,735120815,127
"PASC","X",0,730498251,428
"LGO","X",0,728625722,105
"PRE","X",0,723693908,217
"BCPT","X",0,696408642,259
"PPP","X",0,681852465,257
"AEON","D",5,672972110,394
"AST","X",0,665117382,386
"CHSB","X",0,650953313,172
"AMB","X",0,653372096,603
"MOBI","X",0,630947042,464
"BTO","X",0,603983063,457
"AURA","X",0,617550340,391
"MWAT","X",0,615186886,216
"LUN","X",0,598199827,171
"INK","X",0,592081873,237
"LINDA","X",0,580802646,388
"CPC","X",0,555338703,284
"BPT","X",0,553627220,247
"MDT","X",0,553522386,251
"CHAT","X",0,532682130,130
"CAS","X",0,535173683,221
"UTNP","X",0,524501200,268
"TAAS","X",0,501796374,378
"SPC","X",0,492184888,182
"ZPT","X",0,496060387,367
"SEELE","X",0,460830461,164
"ART","X",0,476720944,191
"CLO","X",0,464548862,381
"UKG","X",0,458701779,145
"DCT","X",0,457836491,546
"CBC","X",0,451654315,147
"PPY","X",0,451341988,427
"ONION","X",0,424680126,326
"KICK","X",0,417402871,304
"LIFE","X",0,373954128,235
"CHP","X",0,396312002,321
"DADI","X",0,390030773,510
"COV","X",0,370522725,191
"COLX","X",0,386452836,191
"GRC","X",0,385661497,391
"REM","X",0,374325675,609
"CRW","X",0,368760219,304
"NGC","X",0,364212681,197
"NCT","X",0,352893269,181
"PHR","X",0,348772679,445
"DICE","X",0,339269934,451
"NEU","X",0,332411324,152
"BET","X",0,317478139,259
"XMX","X",0,311687811,246
"SOUL","X",0,303123590,231
"DAX","X",0,298939677,248
"SENT","X",0,293001803,204
"ION","X",0,282140413,357
"FLASH","X",0,272492608,372
"BCI","X",0,248526354,278
"BBK","X",0,243215432,307
"HMQ","X",0,229632255,141
"BKX","X",0,224874790,222
"XDCE","X",0,228464750,314
"ZAP","X",0,213495779,217
"ELEC","X",0,205321559,238
"EXP","E",1,199820704,308
"LUX","X",0,189060938,169
"DRT","X",0,187109332,222
"DAG","X",0,186857605,371
"ABYSS","X",0,182625264,276
"BTCP","D",4,179991373,500
"HKN","X",0,164647340,183
"SIB","D",5,160916642,357
"DOV","X",0,161925506,133
"SKB","X",0,146856133,176
"SHIP","X",0,143395288,190
"BOT","X",0,137920292,216
"TOA","X",0,128623428,112
"NOTE","X",0,119419499,105
"OLT","X",0,114738752,245
"BBC","X",0,116860843,149
"COFI","X",0,100682333,299
"CMCT","X",0,98655430,237
"MNX","X",0,96922274,221
"LALA","X",0,92362309,180
"DAV","X",0,89836865,131
"IXT","X",0,87446408,263
"WAB","X",0,73490446,196
"DEV","X",0,63543083,169
"RCT","X",0,55634664,194
"OPTI","X",0,55023554,121
"HER","X",0,47587786,185
"GOT","X",0,798254312,245
"FAIR","D",4,460304425,227
"FNKOS","X",0,232251761,141
"ALIS","X",0,182225278,461
"MYST","X",0,176794167,501
