"country","continent","lifeExp","pop","gdpPercap"
"BTC","B",12,18898034278124,891
"ETH","B",10,2504621219918,941
"XRP","C",9,1446373919724,781
"LTC","C",9,625408329184,776
"BCH","C",8,580637493228,862
"BNB","C",8,484215828599,763
"EOS","B",10,449838878770,913
"USDT","X",0,436824705832,575
"XLM","C",8,179440459170,799
"TRX","C",8,164187061657,857
"ADA","C",9,161735721728,900
"XMR","C",8,147233158792,801
"DASH","C",8,110257300317,827
"LINK","X",0,90611870025,848
"MIOTA","C",9,90520934859,601
"NEO","C",9,89777367440,815
"ATOM","C",8,78257871883,753
"ETC","C",8,72822480851,795
"XTZ","C",7,72414144678,703
"MKR","X",0,63279004499,844
"XEM","C",7,63079982972,773
"ONT","C",8,58926634121,777
"ZEC","C",9,54454649460,826
"USDC","X",0,45698385152,750
"BTG","C",8,39819456928,599
"DOGE","C",8,37971206242,758
"VET","C",8,34888986537,723
"EGT","X",0,33050468864,478
"BAT","X",0,32103706771,822
"QTUM","C",8,31038458459,557
"DCR","C",9,29252556377,821
"OMG","C",8,25170995192,807
"HT","X",0,24631383511,488
"TUSD","X",0,22527389883,695
"RVN","C",7,20257100143,485
"LSK","C",7,20195642651,764
"NANO","D",6,19624794909,557
"PAX","X",0,17686190200,723
"HOT","C",8,17017157153,796
"AOA","D",4,17463414099,223
"NPXS","X",0,14948338794,481
"WAVES","C",7,15212086745,743
"ZRX","X",0,14936920556,886
"ICX","C",7,14795887970,595
"QBIT","X",0,14496145446,235
"KMD","C",8,14472639530,576
"MONA","X",0,14327802468,365
"HC","C",7,14125401030,514
"DGB","C",7,13992771278,609
"REP","X",0,13411681034,806
"BTS","C",8,13060791191,583
"BCN","D",5,13569511186,220
"BTM","C",7,12457282295,538
"SC","D",6,12264797663,471
"EKT","X",0,11572192270,288
"THETA","X",0,11570114714,411
"IOST","C",7,11619394951,538
"REN","X",0,11337306443,405
"INB","X",0,10898669347,355
"XIN","E",1,10481066453,157
"GXC","X",0,10174440175,516
"ZIL","D",6,10161779802,651
"XVG","D",5,10095497813,791
"AE","D",6,9093572789,705
"NET","X",0,8793442308,155
"STEEM","C",8,8679261564,820
"WTC","D",6,8382029171,350
"DAI","X",0,8315209247,937
"XZC","D",6,8164938997,574
"LAMB","X",0,8112408786,609
"SNT","X",0,7896160064,805
"MCO","X",0,7789565974,337
"MAID","X",0,7511729484,554
"ARDR","D",6,7476712791,437
"ENJ","X",0,7237434865,691
"ETP","D",6,7190182905,380
"ELF","X",0,6850570517,695
"NEXO","X",0,6698357243,384
"GNT","X",0,6581286569,691
"WAX","D",6,6454514772,408
"STRAT","D",5,6461170614,523
"UUU","X",0,6454388139,341
"XMX","X",0,6042958480,270
"FSN","X",0,5764619237,542
"ZEN","D",5,5721704026,793
"SAN","X",0,5389263146,471
"DENT","X",0,4745546229,372
"ETN","E",3,4963523826,404
"R","X",0,4882574251,319
"NAS","D",6,4840597699,190
"PAI","X",0,4787857843,473
"RDD","D",6,4574070947,350
"MANA","X",0,4716474731,821
"LRC","X",0,4630885006,488
"ARK","D",5,4839972058,585
"ORBS","X",0,4513817441,657
"NULS","D",6,4477520980,481
"FTM","C",8,4422964896,663
"QASH","X",0,4259058113,259
"DGD","X",0,4156643946,524
"PPT","X",0,4056963147,378
"LOOM","X",0,3987136166,727
"EURS","X",0,3852227405,283
"AION","D",6,3708983542,707
"ENG","D",6,3774534530,624
"LA","X",0,3715945886,205
"VERI","X",0,3730785783,352
"CMT","E",1,3645002338,155
"TOMO","X",0,3571191960,488
"KNC","X",0,3492932641,779
"POWR","X",0,3586460527,382
"MOAC","D",6,3391896244,460
"WAN","D",6,3396304345,503
"TRUE","X",0,3350263940,495
"CRPT","X",0,3344923679,377
"BNT","X",0,3314577856,669
"QKC","D",5,3280953820,587
"BIX","X",0,3033012309,238
"PIVX","D",6,3037675855,686
"IOTX","X",0,2917961527,837
"FET","X",0,2878930542,722
"ANT","X",0,2839965493,707
"ABT","X",0,2849030613,649
"APL","X",0,2872607142,506
"CNX","X",0,2742820685,232
"DGTX","X",0,2676293136,242
"STORJ","X",0,2708654196,671
"C20","X",0,2620988447,285
"POLY","X",0,2615223854,723
"DRGN","X",0,2485252950,384
"RLC","X",0,2471143051,624
"BRD","X",0,2460361146,541
"GAS","X",0,2417716502,764
"SKY","D",5,2350030867,592
"TTC","X",0,2327520722,160
"BOX","X",0,2292422179,233
"TEL","X",0,2220884131,299
"CTXC","X",0,2231783977,424
"FUN","X",0,2195518967,601
"GRS","D",4,2174320884,470
"BFT","X",0,2204931919,159
"CSC","X",0,2178668710,425
"EDO","X",0,2179098801,259
"ITC","X",0,2142020552,365
"RHOC","C",7,2185832966,554
"VTC","C",7,2089325938,624
"GNO","X",0,2080004697,658
"KAN","X",0,2007137786,167
"MTL","X",0,2029683386,279
"MITH","X",0,1901205571,246
"SYS","D",4,1905258990,535
"TNT","X",0,1903937247,404
"CVC","X",0,1886613532,703
"AGI","X",0,1862473487,608
"HPB","D",6,1827091872,358
"VITAE","X",0,1723895784,202
"RUFF","X",0,1767395956,200
"MEDX","X",0,1757578714,178
"ROX","X",0,1939097870,277
"EMC2","D",5,1722935160,242
"NXS","D",5,1705152603,449
"MTC","X",0,1676666984,254
"PART","X",0,1666393581,504
"WGR","X",0,1720026605,477
"CND","X",0,1620414767,245
"MFT","X",0,1585852775,605
"INT","X",0,1578105566,261
"GTO","X",0,1589835147,311
"LBA","X",0,1575545863,337
"PAY","X",0,1579700300,320
"UTK","X",0,1548596878,246
"FOAM","X",0,1620803828,564
"VITE","X",0,1488060438,548
"STORM","X",0,1502646869,312
"RDN","X",0,1485837814,722
"TKN","X",0,1448263475,254
"MDA","X",0,1379376633,162
"COSM","X",0,1384715163,150
"BLOCK","D",5,1371085185,431
"APIS","X",0,1343402228,206
"CPT","X",0,1332170795,199
"SALT","X",0,1300613222,504
"DCN","X",0,1338071790,255
"NEBL","D",4,1309153615,397
"ETHOS","X",0,1309868284,292
"KIN","C",7,1251719665,851
"QRL","X",0,1262800384,385
"POE","X",0,1258692758,556
"BURST","D",6,1210774169,291
"OCN","X",0,1223107410,249
"AEON","D",6,1207068857,306
"TNB","X",0,1162699427,246
"PMA","X",0,958804126,240
"NMC","D",6,1016762039,470
"CLAM","X",0,1123623399,222
"BZNT","X",0,1115273555,276
"HYDRO","X",0,1067937823,279
"EDR","X",0,1080088604,238
"REQ","X",0,1065464683,501
"CDT","X",0,1048123863,212
"GO","D",5,1031597623,506
"MAN","D",5,1031800187,205
"CBT","X",0,1043571210,210
"PPC","D",5,1032401258,449
"TCT","X",0,1048280128,194
"PLR","X",0,1002222212,291
"OST","X",0,1031613054,545
"DATA","X",0,1065018779,548
"QSP","X",0,1025539080,557
"RCN","X",0,1013181784,491
"BMC","X",0,996692144,195
"ADX","X",0,998297597,496
"1ST","X",0,999514629,250
"EVX","X",0,984705380,441
"GVT","X",0,969518569,440
"AUTO","X",0,925975249,197
"INS","X",0,929047307,496
"SMART","D",4,926064082,401
"RNT","X",0,910859074,207
"EVN","X",0,911169170,230
"DMT","X",0,894721968,260
"ZRC","X",0,896051143,553
"VEE","X",0,896006810,396
"CS","D",5,907504642,594
"NMR","X",0,892387048,558
"MET","X",0,881968848,628
"XSN","X",0,917638956,387
"DTA","X",0,865427187,227
"SBD","X",0,849206352,546
"FLO","X",0,840366505,324
"IHF","X",0,839025514,154
"VIA","D",4,826334979,361
"BLZ","X",0,840788242,482
"EDG","X",0,819388043,306
"SRN","X",0,823818364,381
"SUB","X",0,821137270,401
"GUSD","X",0,808675295,473
"PRO","X",0,814019854,216
"RFR","X",0,786916090,378
"BOX","X",0,752981940,129
"LOC","X",0,759342553,463
"ZIP","X",0,755145993,169
"XAS","D",5,757331201,362
"OAX","X",0,740363895,165
"DROP","X",0,744010135,230
"QUN","X",0,735939224,258
"UTNP","X",0,728344341,286
"GNX","X",0,720194905,174
"TEN","X",0,717610294,167
"MDS","X",0,716708421,229
"AST","X",0,674356504,499
"SOC","X",0,673074941,185
"SWFTC","X",0,667217279,217
"LYM","X",0,658892339,232
"MWAT","X",0,651463718,192
"BTX","X",0,643821390,301
"PST","X",0,649583293,269
"DNT","X",0,639219148,539
"UPP","X",0,635310093,211
"CVT","X",0,595431963,137
"SWM","X",0,619752176,287
"SNGLS","X",0,622978510,564
"ARN","X",0,613327361,188
"PRA","X",0,613846912,237
"VIBE","X",0,603202010,160
"KEY","X",0,608162603,191
"MLN","X",0,613676601,462
"UBQ","D",4,598640916,364
"LEND","X",0,589697399,562
"XYO","X",0,593773571,663
"SENT","X",0,509240524,193
"GTC","X",0,593031946,203
"UCASH","X",0,572418962,152
"VIB","X",0,584702988,263
"YOYOW","X",0,572731283,146
"DLT","X",0,566567808,218
"LBC","X",0,557670662,595
"TRAC","X",0,561350728,459
"NLG","E",3,548758288,316
"IHT","X",0,519301202,263
"MOBI","X",0,551101502,405
"CNN","X",0,552200895,189
"POA","D",6,549213876,587
"SNM","X",0,543148394,471
"JNT","X",0,542955363,451
"NEC","X",0,539120255,165
"APPC","X",0,528134375,337
"BCPT","X",0,530297755,179
"MVL","X",0,508082505,182
"HOT","C",8,514963607,275
"CPC","X",0,493395822,230
"PLBT","X",0,502248792,176
"UKG","X",0,514984713,191
"IDH","X",0,515785763,222
"DADI","X",0,498097266,537
"GAME","E",3,513742712,235
"GSC","X",0,498571236,188
"AMO","X",0,493959131,129
"DOCK","X",0,490082349,216
"BAY","X",0,503656600,199
"BTO","X",0,473725984,297
"ABYSS","X",0,476708618,298
"XPM","X",0,465035606,434
"PASC","X",0,467631324,275
"WPR","X",0,466235221,213
"ONION","X",0,462774638,423
"CLO","X",0,456698886,405
"DAG","X",0,463729047,502
"NEU","X",0,458383150,145
"AMB","X",0,449761109,619
"CPT","X",0,448513789,237
"ECOM","X",0,452645398,339
"ADT","X",0,433850994,213
"FTC","D",6,433789252,261
"ZCO","X",0,422271918,274
"FUEL","X",0,391620068,297
"WINGS","X",0,397094553,371
"ZPT","X",0,367187805,344
"LET","X",0,375295454,173
"MGO","X",0,370785093,159
"FOTA","X",0,372634027,185
"GEN","X",0,377092770,302
"MOON","X",0,367491897,156
"COLX","X",0,361047977,263
"REM","X",0,353745061,609
"SNC","X",0,353405038,181
"KAT","X",0,360627859,143
"BLK","D",5,352753723,188
"LUN","X",0,350477943,144
"INK","X",0,337021902,195
"CHAT","X",0,333807293,269
"CHSB","X",0,330705326,232
"BLT","X",0,327397000,455
"MDT","X",0,326197855,247
"CPX","X",0,326565326,194
"LUX","X",0,312924973,249
"DPY","X",0,300146990,140
"ZCN","X",0,313814746,186
"ZCL","X",0,290060098,302
"NCT","X",0,285169926,167
"WCT","X",0,284154252,555
"DAX","X",0,282903134,166
"SPANK","X",0,260583631,374
"SPD","X",0,269476375,232
"CV","X",0,258160911,182
"ZPR","X",0,262338948,152
"PHR","X",0,257310675,522
"YEE","X",0,257961932,183
"COV","X",0,249148882,179
"MRK","X",0,243067039,157
"DCT","X",0,240844545,521
"ISR","X",0,241561650,101
"EBC","X",0,237708179,152
"LQD","X",0,245944417,357
"ROCK2","X",0,223258389,224
"TAU","X",0,232483154,345
"NGC","X",0,218434363,167
"MTN","X",0,219437336,187
"BBK","X",0,217469479,201
"TFD","X",0,213952574,226
"VRC","X",0,210855416,194
"CRW","X",0,217302975,365
"FXT","X",0,210168256,191
"INX","X",0,207316488,178
"XDCE","X",0,204265855,308
"KICK","X",0,206454632,332
"BAX","X",0,204531844,268
"ATN","X",0,198146621,132
"AIDOC","X",0,208342680,175
"MUE","X",0,195401031,312
"UBT","X",0,192498917,253
"SPC","X",0,192730803,141
"BTCP","D",5,182412451,413
"CHP","X",0,184344014,244
"CBC","X",0,177924347,144
"OLT","X",0,169680262,250
"HVN","X",0,168067849,178
"HMQ","X",0,165162197,133
"GRC","X",0,160416443,488
"LIFE","X",0,158854457,193
"NTK","X",0,153147185,140
"SHIP","X",0,152680185,178
"DAT","X",0,152992852,225
"STK","X",0,150008031,159
"RISE","D",4,148859862,383
"TIME","X",0,142411279,197
"PPY","X",0,133173056,335
"UQC","X",0,135573903,143
"ORME","X",0,135767745,180
"CAPP","X",0,134127263,283
"ION","X",0,133464318,169
"HST","X",0,130584891,168
"DXT","X",0,131435522,168
"PRE","X",0,130471431,231
"UP","X",0,130325480,209
"EKO","X",0,133932549,221
"ZSC","X",0,129203252,285
"SLR","X",0,127209017,222
"BKX","X",0,124955456,197
"NLC2","X",0,119572901,202
"STQ","X",0,120426176,208
"EVN","X",0,113987196,209
"BCI","X",0,109994002,208
"ZAP","X",0,110287975,175
"ELEC","X",0,107310631,208
"COB","X",0,126192277,239
"AMP","X",0,102887453,184
"OXY","X",0,99443954,155
"BITB","X",0,100468809,219
"BANCA","X",0,99434743,163
"STX","X",0,99321799,179
"SS","X",0,98560759,231
"SNTR","X",0,77942425,419
"MTC","X",0,75957455,151
"MTX","X",0,74059282,331
