"country","continent","lifeExp","pop","gdpPercap"
"SAN","X",0,7798029107,484
"ARK","D",6,7454023071,575
"HC","D",6,6460941890,523
"RDD","D",6,6524088562,244
"LOOM","X",0,6398714613,736
"XZC","D",6,6671877528,548
"LRC","X",0,6286121718,464
"MANA","X",0,6652790693,802
"LA","X",0,6232445647,178
"CLAM","X",0,6346937042,168
"PPT","X",0,6046033318,360
"ETN","E",2,5917551934,405
"ETP","D",5,5954566488,354
"NAS","D",6,5943222371,193
"RLC","X",0,5789130325,680
"R","X",0,5620436498,285
"NULS","C",7,5858257940,468
"POWR","X",0,5563236875,368
"MOAC","D",6,5674880206,463
"ABT","X",0,5199402088,728
"PART","X",0,4446880201,532
"BNT","X",0,5027004207,642
"QASH","X",0,5091414726,218
"FUN","X",0,4770437180,642
"WAN","D",6,4689987753,449
"BRD","X",0,4648792652,534
"KNC","X",0,4679316546,781
"VERI","X",0,4669424725,223
"POLY","X",0,4423139464,692
"NEXO","X",0,4333024380,349
"PIVX","D",6,4086713215,633
"SXDT","X",0,3950646707,253
"CSC","X",0,3969745438,239
"TOMO","X",0,3935354964,499
"STORJ","X",0,3858530693,714
"IOTX","X",0,3955718251,831
"ENG","D",6,3825509328,610
"KIN","D",6,4003860515,819
"BIX","X",0,3719616642,190
"EKT","X",0,3707775420,262
"SYS","D",5,3511183169,427
"UNO","X",0,3561639648,147
"NET","X",0,3478213855,112
"GRS","D",5,3440493177,457
"CMT","E",1,3383672609,146
"PAY","X",0,3250816658,317
"MFT","X",0,3214707670,624
"UTK","X",0,3232715324,291
"GAS","X",0,3134131489,752
"FSN","X",0,3087861015,445
"C20","X",0,3044195867,288
"SKY","D",5,2696341825,581
"CTXC","X",0,2967077433,373
"QKC","D",6,2880683174,631
"ANT","X",0,2734556181,705
"MEDX","X",0,2740991824,237
"AGI","X",0,2772411860,600
"QRL","X",0,2678283263,478
"ROX","X",0,2745350155,300
"CND","X",0,2713018893,164
"DRGN","X",0,2509227150,330
"ICN","X",0,2617852803,159
"GNO","X",0,2603625295,682
"EMC2","D",6,2574188759,176
"MITH","X",0,2573401931,307
"LBA","X",0,2550021130,342
"VTC","C",7,2484179334,458
"APL","X",0,2391535099,460
"TEL","X",0,2451219540,302
"BFT","X",0,2444233756,198
"NXS","D",5,2288389412,445
"DGTX","X",0,2217755877,246
"TCT","X",0,2190435073,241
"DROP","X",0,2148039150,266
"MTL","X",0,2217509909,243
"SLT","X",0,2103810511,155
"FTM","X",0,2144611095,648
"NEBL","D",5,2121562245,330
"OCN","X",0,2117188452,331
"MDA","X",0,2049594967,171
"REN","X",0,2068049168,271
"WABI","X",0,2034092780,200
"EDO","X",0,1966071316,334
"HPB","D",6,2013592279,348
"DCN","X",0,1992959843,164
"POE","X",0,1997704115,575
"STORM","X",0,2007157734,306
"BTX","X",0,1935213766,336
"COSM","X",0,1921673840,183
"TKN","X",0,1860468084,312
"SCRL","X",0,1814294642,158
"NEC","X",0,1891634870,151
"WGR","X",0,1919545471,361
"REQ","X",0,1946351870,534
"FLO","X",0,1869382240,229
"MAN","D",6,1817001759,321
"VIA","D",6,1815041235,413
"GTO","X",0,1796438073,297
"RDN","X",0,1724166948,738
"EVX","X",0,1771044189,419
"RCN","X",0,1706123303,529
"GO","D",5,1727562105,505
"XYO","X",0,1758712020,735
"TTC","X",0,1695788844,199
"RNT","X",0,1599153255,229
"NOAH","X",0,1587764241,259
"QSP","X",0,1578899329,392
"SMART","D",5,1572582475,443
"VITE","X",0,1547732403,566
"GVT","X",0,1544833010,399
"TNB","X",0,1508027417,205
"CVT","X",0,1563323446,184
"PMA","X",0,1358514346,263
"OST","X",0,1507813100,578
"PPP","X",0,1545053343,243
"MET","X",0,1459595120,612
"EDR","X",0,1496943135,228
"RUFF","X",0,1467767988,129
"OAX","X",0,1499920574,278
"DATA","X",0,1473276502,543
"SLS","E",1,1507452968,144
"VITAE","X",0,1366408946,182
"CPT","X",0,1445469809,114
"ZCL","X",0,1356391147,410
"BLOCK","D",5,1311665679,467
"ETHOS","X",0,1399876448,225
"BLZ","X",0,1382513276,438
"NCASH","X",0,1337342517,214
"MDS","X",0,1367824129,290
"AUTO","X",0,1322782797,178
"VEE","X",0,1319667562,393
"NMR","X",0,1307962894,505
"EGT","X",0,1359909674,337
"SRN","X",0,1321542814,357
"IHT","X",0,1317840785,297
"DTA","X",0,1246123053,241
"PRO","X",0,1209935815,212
"KEY","X",0,1205377855,211
"VIBE","X",0,1215430151,161
"XSN","X",0,1247798293,375
"SWFTC","X",0,1204002101,231
"CS","D",5,1562840135,359
"UTT","X",0,1186342553,125
"XDN","D",5,1187099829,436
"ITC","X",0,1183594063,184
"CRPT","X",0,1453758716,280
"XAS","D",6,1284509138,396
"DMT","X",0,1146723992,110
"UBQ","D",4,1097875401,360
"INS","X",0,1113333596,538
"ZIP","X",0,1078729300,186
"ADX","X",0,1136108526,508
"PPC","D",6,1080547548,493
"EDG","X",0,1097090793,240
"BZNT","X",0,1033729013,215
"DLT","X",0,1073237702,107
"TEN","X",0,1088722229,174
"LOC","X",0,1070232269,275
"TRAC","X",0,1093343946,558
"DNT","X",0,1063055428,520
"NLG","D",4,1066496951,310
"PLR","X",0,1040817209,253
"SALT","X",0,1106358124,539
"LGO","X",0,1367596938,196
"APIS","X",0,1064310462,157
"SUB","X",0,1030917975,403
"MLN","X",0,1242411881,492
"SNM","X",0,1034502036,507
"RHOC","D",6,1271733901,577
"LEND","X",0,1058407948,336
"SNGLS","X",0,1012210417,564
"BOX","X",0,1045911280,229
"SOC","X",0,993839192,207
"GTC","X",0,986138525,236
"CBC","X",0,1031854920,170
"PRE","X",0,929299841,205
"LINDA","X",0,986932368,377
"LYM","X",0,991191127,236
"QLC","X",0,963740251,162
"TAAS","X",0,944936271,375
"TNT","X",0,902113812,343
"LBC","X",0,915417671,604
"ARN","X",0,872124010,153
"VIB","X",0,884061275,256
"MTH","X",0,886290423,358
"GEN","X",0,873131454,278
"GAME","D",4,727599049,159
"CPC","X",0,861749198,269
"RFR","X",0,890254639,385
"LEO","X",0,841658889,138
"PASC","X",0,853097322,409
"MGO","X",0,515801635,193
"APPC","X",0,835717719,386
"SWM","X",0,764702659,255
"JNT","X",0,812515745,401
"POA","D",5,792063629,592
"XPM","X",0,758252090,191
"INT","X",0,783320509,213
"HYDRO","X",0,776397430,300
"AEON","D",6,773588347,387
"MWAT","X",0,774715649,221
"1ST","X",0,804452265,151
"CBT","X",0,746151960,181
"CNN","X",0,737756423,258
"WPR","X",0,739902760,178
"DBET","X",0,617156882,298
"YOYOW","X",0,730771159,157
"BURST","D",6,694033064,226
"FUEL","X",0,687197883,258
"ZCO","X",0,696718429,238
"UTNP","X",0,677211066,238
"GNX","X",0,657282194,247
"CDT","X",0,681334482,197
"ONION","X",0,636594101,341
"AMB","X",0,679414935,512
"LUN","X",0,642316927,165
"QUN","X",0,641035347,246
"ZPT","X",0,640241397,368
"MOBI","X",0,646648067,453
"NMC","D",5,646308303,421
"DOCK","X",0,638403159,224
"CPT","X",0,631902877,114
"FOTA","X",0,627122032,198
"SEELE","X",0,634541243,165
"PRG","X",0,603242748,125
"BTO","X",0,601554950,384
"MDT","X",0,608834998,238
"DCT","X",0,602032695,541
"XBY","D",5,651987900,303
"MTC","X",0,602212920,241
"ART","X",0,578022904,175
"BCPT","X",0,586610808,192
"MRK","X",0,603404638,203
"CAS","X",0,585172607,208
"FTC","D",6,616051028,277
"AST","X",0,565105437,292
"CHSB","X",0,570777746,169
"SNC","X",0,563184134,113
"CLO","X",0,537131473,428
"ADT","X",0,543531208,204
"COSS","X",0,516787927,197
"PST","X",0,526827502,259
"BBK","X",0,490038401,257
"NCT","X",0,501047304,184
"ATN","X",0,511043408,120
"INK","X",0,536218581,246
"SPD","X",0,511218386,185
"MVL","X",0,489980816,205
"GSC","X",0,485914143,164
"UPP","X",0,471080683,203
"WINGS","X",0,471328476,406
"LET","X",0,467622865,186
"PHR","X",0,437694595,443
"NGC","X",0,432203699,207
"IOC","D",6,457178394,304
"CHAT","X",0,449079074,159
"XMX","X",0,434488982,175
"THC","D",4,430886482,166
"UUU","X",0,430821874,215
"SPANK","X",0,450677674,360
"ORME","X",0,429273733,241
"SPC","X",0,434995798,154
"UKG","X",0,435789052,159
"DPY","X",0,429931717,146
"NEU","X",0,483253543,151
"ZCN","X",0,418929683,230
"BAX","X",0,405389807,330
"DADI","X",0,425624066,544
"CV","X",0,413060082,126
"VRC","X",0,441043905,163
"REM","X",0,407101800,599
"KICK","X",0,398118340,294
"TAU","X",0,404860804,452
"COLX","X",0,386343561,230
"COV","X",0,421234857,196
"POT","E",3,361677465,159
"UBT","X",0,368576228,256
"FLASH","X",0,385486603,334
"HVN","X",0,379594503,166
"GRC","X",0,372135368,492
"TFD","X",0,341436621,236
"ECOM","X",0,360985783,210
"XCP","D",5,390113191,303
"ROCK2","X",0,363323591,230
"BET","X",0,351278535,198
"YEE","X",0,351093303,197
"CRW","X",0,323449447,345
"BLT","X",0,340769823,505
"BMC","X",0,337500485,244
"ZPR","X",0,325329950,193
"PPY","X",0,326172212,408
"SENT","X",0,342269631,166
"ION","X",0,308186754,202
"LIFE","X",0,312772098,219
"MOT","X",0,307481464,92
"CHP","X",0,296906684,304
"XP","X",0,290869882,155
"XAUR","X",0,293571186,142
"DAX","X",0,262981416,200
"NTK","X",0,291507634,202
"SLR","X",0,265211701,197
"AIDOC","X",0,261149907,193
"MTN","X",0,263405444,111
"SOUL","X",0,258495186,253
"ZSC","X",0,252177334,301
"RVR","X",0,246453641,210
"NOTE","X",0,261733145,115
"TIME","X",0,245488407,142
"DCC","X",0,245253856,180
"ALIS","X",0,234668089,499
"PCL","X",0,240641816,169
"MYST","X",0,227020888,520
"STK","X",0,235693491,180
"XDCE","X",0,240247797,327
"UP","X",0,235824949,309
"OXY","X",0,230638986,149
"HST","X",0,230524693,202
"DAG","X",0,224831103,343
"MUE","X",0,231062732,287
"LUX","X",0,211688698,197
"DAT","X",0,220685648,259
"BKX","X",0,208943341,208
"NLC2","X",0,204055661,199
"RISE","E",3,207525507,378
"BOT","X",0,212092735,285
"COB","X",0,264058856,200
"TNC","X",0,206420268,314
"BCI","X",0,204339836,198
"HMQ","X",0,196248259,133
"ABYSS","X",0,206161348,239
"TRST","X",0,194324516,543
"NVC","E",2,203524743,199
"EXP","E",1,195111700,361
"EBC","X",0,204908516,183
"ZAP","X",0,190266732,174
"CAPP","X",0,189793179,370
"FXT","X",0,186245071,151
"GUP","E",1,184146932,129
"HKN","X",0,181869103,170
"EKO","X",0,176405924,162
"LIKE","X",0,173251642,523
"SS","X",0,171126498,240
"ISR","X",0,174623588,72
"STQ","X",0,183848316,234
"MTX","X",0,161545503,163
"LCS","X",0,164398260,114
"DXT","X",0,147195379,156
"ELEC","X",0,156283363,229
"BTCP","D",4,156453158,433
"STX","X",0,151047627,159
"UCASH","X",0,149403366,145
"IDH","X",0,147485233,158
"QBT","X",0,146558683,205
"GEM","X",0,149922541,182
"TOA","X",0,139252260,129
"SNTR","X",0,136745336,235
"BANCA","X",0,131376972,155
"PRA","X",0,124975968,327
"BDG","X",0,121054611,121
"UQC","X",0,123301082,158
"COFI","X",0,117084665,270
"DATX","X",0,120082929,136
"SKB","X",0,121466077,186
"DOV","X",0,111290848,135
"OLT","X",0,120320193,205
"DTH","X",0,99627438,230
"SWT","X",0,96890443,149
"BBC","X",0,95257261,158
"CMCT","X",0,92639936,227
"MNX","X",0,90013147,200
"GOT","X",0,88615129,202
"ARB","X",0,87497532,151
"SENC","X",0,85754118,134
"DAV","X",0,85450082,135
"LALA","X",0,76806455,202
"TIX","X",0,81748603,88
"ZXC","X",0,79527192,464
"BEZ","X",0,87343126,125
"IXT","X",0,73375236,224
"OPTI","X",0,73233286,138
"EXY","X",0,69329335,151
"DEV","X",0,96195497,172
"PARETO","X",0,58788387,206
"BPT","X",0,97126535,230
