"country","continent","lifeExp","pop","gdpPercap"
"BTC","B",10,9663665377835,869
"ETH","B",10,1860207787706,907
"XRP","B",10,1551087476819,754
"LTC","B",10,576900847679,750
"BCH","C",7,567510780931,799
"EOS","B",11,513987185102,907
"BNB","B",11,304367510720,488
"XLM","C",9,255096361894,735
"ADA","B",10,252524267070,853
"USDT","X",0,233025467293,488
"TRX","C",9,192047309629,874
"DASH","C",8,120368537721,814
"MIOTA","C",7,104550603506,553
"NEO","C",9,92284013764,795
"ONT","C",7,86191901662,577
"MKR","X",0,81440971621,644
"XEM","C",7,66791903887,628
"ETC","C",8,65103026558,665
"XTZ","C",7,64381451470,726
"DOGE","C",7,48358523390,667
"ZEC","C",8,46518415948,792
"BAT","X",0,38566008493,787
"OMG","C",8,32902694062,772
"QTUM","C",7,31552900900,515
"WAVES","C",9,31152759856,706
"BTG","D",6,29969822963,519
"LSK","C",7,27395250600,750
"DCR","C",8,25033160635,799
"REP","X",0,23537400584,819
"TUSD","X",0,22360373084,720
"ZRX","X",0,21916995164,875
"ZIL","D",6,21889450856,788
"RVN","D",6,21999106116,559
"BTS","C",9,21254108709,587
"LINK","X",0,21021583852,715
"ICX","C",8,21105292018,604
"IOST","C",7,20899478267,744
"NANO","C",7,19569217391,391
"DGB","C",7,18900445273,655
"BCN","D",6,18565207403,199
"HOT","C",9,18203323345,779
"AE","C",7,17731522117,709
"STEEM","C",9,16179045384,535
"HT","X",0,15653751034,406
"KCS","X",0,15424324416,170
"XVG","D",6,15295136975,749
"BTM","C",7,15122003733,501
"KMD","C",8,14974731185,570
"SC","D",6,14540200175,302
"NPXS","X",0,14363062635,444
"ENJ","X",0,13856211582,655
"PAI","X",0,12785529639,575
"STRAT","D",5,12199283646,551
"THETA","X",0,11749865362,508
"SNT","X",0,10770728737,790
"GNT","X",0,10124727039,714
"DAI","X",0,9937465265,684
"XIN","E",1,9631723117,181
"PPT","X",0,9367447757,442
"WTC","D",6,9230313102,339
"DGTX","X",0,8801020983,233
"FCT","X",0,8475193037,325
"R","X",0,8427679432,364
"CNX","X",0,8271317338,166
"ARK","C",7,8191554371,565
"QBIT","X",0,7810578201,212
"LRC","X",0,7418193188,418
"MAID","X",0,7270210345,543
"AION","D",6,7203865219,554
"WAX","D",6,7093049275,296
"MANA","X",0,6976925439,787
"ELF","X",0,6958719403,488
"NULS","C",7,6850855237,470
"LOOM","X",0,6729897733,702
"XZC","D",6,6670260421,465
"ETP","D",5,6517843708,436
"MCO","X",0,6412010445,347
"PIVX","C",7,6316695301,670
"QASH","X",0,6281012613,232
"NAS","D",6,6139940979,197
"TTC","X",0,5841409081,401
"POWR","X",0,5602278996,410
"RDD","D",5,5518344892,290
"KNC","X",0,5267315345,806
"WAN","D",6,5235466728,350
"ENG","C",7,5163128859,600
"QKC","D",6,5028615968,693
"ZEN","D",6,4979745649,463
"STORJ","X",0,4855496063,547
"DENT","X",0,4656620477,386
"MOAC","D",6,4640807982,453
"BNT","X",0,4704861508,693
"NEXO","X",0,4821456097,373
"RLC","X",0,4652424794,627
"POLY","X",0,4700718094,409
"DGD","X",0,4612315373,289
"CMT","E",1,4532910101,152
"KIN","D",5,4516710062,808
"SAN","X",0,4367097196,418
"TRUE","X",0,4233712185,285
"MONA","X",0,4185801577,335
"TOMO","X",0,4239352718,509
"SYS","D",5,4140837842,426
"IOTX","X",0,4078299633,812
"LA","X",0,4076539394,184
"CTXC","X",0,3965090815,403
"PAY","X",0,3935084984,349
"FUN","X",0,3983586149,412
"GAS","X",0,3870140712,765
"GRS","D",6,3768982687,299
"VERI","X",0,3485027990,255
"GBYTE","D",6,3440590700,357
"CVC","X",0,3295717358,400
"SXDT","X",0,3214479505,240
"BRD","X",0,3146455437,564
"CND","X",0,3093046243,283
"AGI","X",0,3071441828,650
"VTC","C",8,3064385549,597
"EVX","X",0,2921946219,548
"MITH","X",0,2899860506,266
"DRGN","X",0,2835493622,366
"CLAM","X",0,2840413878,236
"MDA","X",0,2781577555,219
"MTL","X",0,2774846748,364
"OCN","X",0,2878464328,327
"NXS","D",6,2678014464,457
"TCT","X",0,2737990336,267
"NEBL","D",6,2588648290,356
"EDR","X",0,2520839737,287
"TEL","X",0,2508262573,267
"REQ","X",0,2506377380,469
"NEC","X",0,2447403757,119
"C20","X",0,2391298101,259
"ANT","X",0,2385932858,699
"HPB","D",6,2353393950,350
"MAN","D",6,2395558545,356
"SLT","X",0,2310449457,151
"GTO","X",0,2313054721,319
"STORM","X",0,2305318748,374
"SKY","D",5,2269678214,582
"EDO","X",0,2234944893,257
"AUTO","X",0,2317786158,198
"PART","X",0,2234831358,539
"ABT","X",0,2171199272,570
"ETHOS","X",0,2152377478,333
"GNO","X",0,2126752263,668
"RDN","X",0,2150296752,761
"GVT","X",0,2138703762,387
"BFT","X",0,2105323006,178
"SMART","D",5,2114070541,477
"SRN","X",0,2086977585,319
"POE","X",0,2065383152,595
"WABI","X",0,2146750952,267
"LBA","X",0,2049314064,333
"REN","X",0,1999956225,330
